Unnamed: 0;DraftId;formula_id;flagFC;flagEF;flagCKB;Amount;ActivityType;Education;Gender;LoanPurpose;MaritalStatus;MonthlyIncome;Post
3615;64e6a04f-dbba-4bcf-9691-717a052c950e;55;1;1;0;6000.0;;высшее;2;медицинские услуги;0.0;25000.0;
3617;c683c784-56c4-4ba7-8bcb-3916d3e8188c;55;1;1;0;5000.0;торговля;высшее;1;подарки;0.0;85000.0;начальник / руководитель
3618;e4008be1-6746-48ad-b2ad-d4191ad1c478;55;1;1;0;5000.0;торговля;высшее;1;подарки;0.0;85000.0;начальник / руководитель
3627;1345769f-138f-427e-9a92-49e801ec7900;55;1;1;0;6000.0;;среднее;1;ремонт дома или автомобиля;0.0;20000.0;
3628;02523c24-d884-410f-8cfa-5bcd507e1ea1;55;0;1;0;6000.0;строительство и недвижимость;высшее;1;непредвиденные расходы;1.0;40000.0;служащий / специалист
3629;3cac6d76-5e5a-4957-9bb5-f46cc0e7c097;55;1;1;0;6000.0;строительство и недвижимость;высшее;1;непредвиденные расходы;1.0;40000.0;служащий / специалист
3630;8aff4d03-9988-4758-bb73-9e212106ebaa;54;1;1;0;6500.0;транспорт;среднее специальное;1;другое;0.0;50000.0;водитель
3632;3e622ec6-af22-4d70-bd80-6aa5a1ec9347;55;1;1;0;6600.0;;неполное высшее;2;непредвиденные расходы;0.0;25000.0;
3635;e6b4c849-83c3-4c2f-9a21-2397a26dd822;54;1;1;0;6000.0;армия;высшее;1;другое;1.0;45000.0;рядовой
3636;80c1eeab-492c-496e-9dd5-0920e7765c93;55;1;1;0;6000.0;армия;высшее;1;другое;1.0;45000.0;рядовой
3641;c0fa851d-8273-4055-a518-80604e8ff7a0;55;1;1;0;6000.0;сервис и услуги;среднее специальное;1;непредвиденные расходы;0.0;30000.0;служащий / специалист
3642;6b46e5dc-f66f-4290-ad1a-48356d5ba1e6;55;1;1;0;6600.0;транспорт;среднее;2;непредвиденные расходы;3.0;38000.0;водитель
3658;d73c12e7-7e92-4fee-984b-d37d3846f102;54;1;1;0;6000.0;армия;высшее;1;непредвиденные расходы;1.0;54000.0;офицер
3661;a96142bc-e3aa-44e3-8e78-2ecfc743b356;55;1;1;0;6000.0;торговля;высшее;1;медицинские услуги;0.0;75000.0;рабочий
3662;025e1b02-ebe4-418d-b8b2-cf1f8bdcb8d8;55;1;1;0;4000.0;промышленность;среднее специальное;1;покупка бытовой техники и электроники;0.0;50000.0;рабочий
3667;453141ac-e968-486d-9e9d-85aa4167c4ea;55;1;1;0;6000.0;сервис и услуги;среднее специальное;2;ремонт дома или автомобиля;0.0;45000.0;начальник / руководитель
3668;7ddc26e0-8572-42a7-bda1-b8d73f4e088e;55;1;1;0;6000.0;сервис и услуги;среднее специальное;2;ремонт дома или автомобиля;0.0;45000.0;начальник / руководитель
3670;8630dd8f-5a68-41b9-beeb-aebe814f46bb;55;1;1;0;6000.0;торговля;высшее;2;непредвиденные расходы;4.0;30000.0;рабочий
3671;698e4369-0301-41e5-ba64-fe784b643cec;55;1;1;0;6000.0;торговля;высшее;2;непредвиденные расходы;4.0;30000.0;рабочий
3677;2f136fe7-e435-4681-b2ab-5839d243d85b;55;1;1;0;3000.0;торговля;среднее специальное;1;покупка бытовой техники и электроники;1.0;27000.0;рабочий
3682;d0a9dccf-167e-4542-8168-8f02f94f04d8;55;1;1;0;5000.0;промышленность;среднее специальное;1;подарки;1.0;40000.0;рабочий
3686;709e7006-68d5-4fca-a2b8-b775badda2d6;53;1;1;0;6000.0;промышленность;среднее специальное;1;ремонт дома или автомобиля;0.0;37000.0;рабочий
3687;cc7892cb-5747-4753-87fd-01e09c436738;54;0;1;0;6000.0;другое;высшее;2;непредвиденные расходы;2.0;45000.0;руководитель компании
3688;a898bdd0-6daf-45ca-8c5b-6f5c655108e9;55;1;1;0;6000.0;сервис и услуги;неполное высшее;1;ежедневные расходы;0.0;30000.0;рабочий
3689;1e0491e7-6e6b-46f7-ad9c-94d9690995a6;55;1;1;0;5000.0;сервис и услуги;неполное высшее;1;ежедневные расходы;0.0;30000.0;рабочий
3690;2282344d-dbdf-4e27-8156-684d77858884;55;1;1;0;6600.0;сервис и услуги;неполное высшее;1;ежедневные расходы;0.0;30000.0;рабочий
3691;d7c46e2a-6e90-45ff-96db-a789cdb9874e;55;1;1;0;6000.0;торговля;неполное высшее;2;образование;0.0;35000.0;служащий / специалист
3692;5c0f6219-b2ae-40e1-b344-b7f96f1e74e3;55;1;1;0;4000.0;торговля;неполное высшее;2;образование;0.0;35000.0;служащий / специалист
3694;54852f5f-5301-4eb7-9c30-452c2baa8396;55;1;1;0;6000.0;сервис и услуги;среднее специальное;1;непредвиденные расходы;0.0;50000.0;рабочий
3699;732b2ee3-7ca9-4c11-a22a-d1bdbeddbd41;55;1;1;0;6000.0;сервис и услуги;среднее специальное;1;непредвиденные расходы;0.0;50000.0;рабочий
3700;1169f608-05b4-4cc4-9fb7-c2521b92f1df;55;1;1;0;6000.0;сервис и услуги;среднее специальное;1;непредвиденные расходы;0.0;50000.0;рабочий
3702;08b8ebea-c13f-4955-812f-fe1da2d6ea7f;55;1;1;0;6000.0;другое;высшее;2;непредвиденные расходы;1.0;37000.0;служащий / специалист
3703;b7396f4d-aba8-4289-8309-6ed8b2e5b46e;55;1;1;0;6600.0;;среднее специальное;1;медицинские услуги;0.0;22000.0;
3704;d16ffe29-e012-4dad-95a5-044f2b7c35f0;55;1;1;0;6600.0;сервис и услуги;среднее специальное;1;непредвиденные расходы;1.0;40000.0;служащий / специалист
3709;e09a7850-7e88-4efd-a125-5a7b0becefbf;55;1;1;0;6000.0;наука и образование;высшее;2;медицинские услуги;4.0;45000.0;служащий / специалист
3714;c7892d94-e1b1-4fa0-9a6f-6a9dea3ada59;55;1;1;0;3000.0;другое;среднее;1;ежедневные расходы;0.0;30000.0;рабочий
3717;1099438b-a319-41bf-97b5-4439642f4264;54;1;1;0;6000.0;строительство и недвижимость;среднее специальное;1;непредвиденные расходы;0.0;50000.0;служащий / специалист
3718;a1e22f9b-245d-4f6e-a486-971465e45ae0;55;1;1;0;6600.0;торговля;неполное высшее;2;непредвиденные расходы;1.0;35000.0;рабочий
3729;55964dcd-fd62-4dfb-aef6-2ffbd4857554;54;1;1;0;3000.0;наука и образование;среднее специальное;2;ежедневные расходы;1.0;20000.0;рабочий
3736;134d60cf-33ae-4b89-9f92-cef75275a187;55;1;1;0;6000.0;торговля;среднее;1;ремонт дома или автомобиля;1.0;35000.0;служащий / специалист
3737;d406cff4-deb5-4b03-9595-27474c6a847e;55;1;1;0;6000.0;промышленность;среднее специальное;1;непредвиденные расходы;3.0;50000.0;служащий / специалист
3738;efb5ec34-6d5a-4678-99d8-0814d1e223b6;55;1;1;0;6000.0;промышленность;среднее специальное;1;непредвиденные расходы;3.0;50000.0;служащий / специалист
3748;b7e7f2b9-092d-4847-a066-e675c10cdb5a;54;1;1;0;6000.0;государственная служба;неполное высшее;1;образование;0.0;50000.0;водитель
3749;6d13f6ac-42d0-439c-ac55-7bc82b7d8129;54;1;1;0;5500.0;сервис и услуги;неполное высшее;2;непредвиденные расходы;0.0;40000.0;рабочий
3750;5926c46f-fa30-4015-b197-d7826835a713;54;1;1;0;3000.0;строительство и недвижимость;среднее специальное;1;непредвиденные расходы;0.0;40000.0;служащий / специалист
3751;8653bbe1-f1ad-4db7-a792-61adf934d93d;55;1;1;0;6000.0;промышленность;среднее;1;непредвиденные расходы;1.0;32000.0;рабочий
3753;8054ca2b-cc6e-47fd-8209-7a540f8fe1dd;54;1;1;0;6000.0;;среднее специальное;1;ежедневные расходы;1.0;15600.0;
3754;4d1b11bb-98c3-41e8-a912-638bda0f2f8f;55;1;1;0;3000.0;армия;высшее;1;ремонт дома или автомобиля;0.0;73000.0;офицер
3755;a922ea94-4d36-485a-bd5d-d9746ff2dfec;55;1;1;0;6600.0;строительство и недвижимость;высшее;1;медицинские услуги;0.0;60000.0;начальник / руководитель
3756;3a2ead22-aa7a-403d-b608-1c1ab226d7bb;55;1;1;0;6000.0;промышленность;среднее специальное;1;непредвиденные расходы;4.0;40000.0;рабочий
3758;0bb76033-5846-45e8-a622-d2f820258056;55;1;1;0;6000.0;торговля;неполное высшее;1;непредвиденные расходы;0.0;45000.0;рабочий
3759;2d2d0cd6-3e31-4859-8eb6-3d198ffa32e6;55;0;1;0;6000.0;торговля;неполное высшее;1;непредвиденные расходы;0.0;45000.0;рабочий
3768;51d2d40f-5ee1-40f4-8a08-2901ea3d57a7;55;1;1;0;5000.0;промышленность;среднее специальное;2;непредвиденные расходы;0.0;20000.0;рабочий
3771;e4f250be-fe7a-4617-8c73-b74d97ac8018;54;1;1;0;3000.0;;среднее специальное;1;ежедневные расходы;0.0;20000.0;
3772;92dc96d4-46cc-4a4a-88b6-6cd9b9a05996;55;1;1;0;4000.0;строительство и недвижимость;среднее специальное;1;ремонт дома или автомобиля;1.0;27000.0;служащий / специалист
3773;cdbfa714-d1da-4dea-b9f4-0fcba8498c9f;54;1;1;0;6000.0;сервис и услуги;неполное высшее;2;непредвиденные расходы;3.0;78000.0;служащий / специалист
3775;ecc410e4-d180-455f-838c-d9373c2717f2;55;1;1;0;3000.0;торговля;среднее специальное;2;подарки;1.0;25000.0;служащий / специалист
3777;884c58a2-149c-4b12-8dfc-06cef9208630;48;0;1;0;6000.0;промышленность;высшее;1;другое;3.0;78000.0;служащий / специалист
3780;2bb1c097-3258-46b6-aba9-4426853d1828;55;1;1;0;5000.0;другое;неполное высшее;1;подарки;0.0;34500.0;рабочий
3781;44b3d9ba-762e-4d75-bea5-0d87e4bc3fd3;55;1;1;0;6000.0;другое;неполное высшее;1;подарки;0.0;34500.0;рабочий
3782;accfcf89-3f0a-48a9-bd8a-1e7bc75a8851;55;1;1;0;5000.0;торговля;среднее специальное;1;путешествия, отдых;0.0;40000.0;рабочий
3793;7ae59396-a4d5-4dc1-bd21-8bb6e30d34e1;54;1;1;0;6000.0;культура и искусство;среднее специальное;2;непредвиденные расходы;1.0;58800.0;рабочий
3797;79b67f28-ca32-47fa-8bb0-cc85857f57bf;55;1;1;0;6000.0;торговля;высшее;1;другое;0.0;25000.0;рабочий
3798;9f74474a-f563-4f77-83c6-9f0cb5b90dde;54;1;1;0;6000.0;промышленность;среднее специальное;2;покупка бытовой техники и электроники;0.0;40000.0;рабочий
3802;f4707419-64b6-4e78-a2a7-7271f1e7a5e6;54;1;1;0;6000.0;сервис и услуги;неполное высшее;1;ремонт дома или автомобиля;1.0;30000.0;водитель
3804;84cf16d3-ae1f-4060-89b2-5e7498782553;55;1;1;0;4000.0;информационные технологии/телекоммуникации;среднее;1;непредвиденные расходы;0.0;23000.0;рабочий
3807;3a0cc09a-5e8c-4355-bba6-523ab6ce8ace;55;1;1;0;6000.0;строительство и недвижимость;высшее;2;другое;0.0;38000.0;служащий / специалист
3815;d9434e40-f948-4427-befd-bc1e19c924d8;55;1;1;0;3000.0;торговля;неполное высшее;1;непредвиденные расходы;0.0;27000.0;служащий / специалист
3818;cf686ac8-e379-433b-94a3-d86ff5e04b88;55;1;1;0;3000.0;строительство и недвижимость;среднее;2;подарки;1.0;18000.0;рабочий
3819;7761974a-0182-474c-bffe-89756105f30b;55;1;1;0;3000.0;промышленность;неполное высшее;2;подарки;0.0;21000.0;рабочий
3823;101e3296-c13c-42c6-986d-c989ae6b430f;54;1;1;0;6000.0;;среднее;1;непредвиденные расходы;0.0;10000.0;
3824;8f50047f-d3a5-474d-8408-a870fafe770c;54;1;1;0;6000.0;;среднее;1;непредвиденные расходы;0.0;10000.0;
3825;4c1b127a-151f-4285-9dce-f20d618b0d48;54;1;1;0;6000.0;;среднее;1;непредвиденные расходы;0.0;10000.0;
3832;84292897-41f7-44dd-b8c5-4e8bceb8fad2;54;1;1;0;6000.0;торговля;среднее;2;медицинские услуги;0.0;42000.0;рабочий
3833;ec33ae56-63f2-4dd9-aac4-a1e582a79816;54;1;1;0;6000.0;строительство и недвижимость;неполное высшее;1;непредвиденные расходы;1.0;60000.0;рабочий
3835;0f43f06b-9578-4ac3-b8b8-d4fdb5f87aa2;54;1;1;0;3500.0;строительство и недвижимость;среднее;1;непредвиденные расходы;0.0;65000.0;служащий / специалист
3836;560d368d-3bbf-40b3-b09d-fa8ffa68f1ad;54;1;1;0;6600.0;строительство и недвижимость;среднее специальное;1;непредвиденные расходы;1.0;60000.0;рабочий
3837;92bec48b-7abd-45ce-ab9b-a69292cc1957;54;1;1;0;6000.0;торговля;неполное высшее;2;ежедневные расходы;3.0;37000.0;служащий / специалист
3838;6cd053b0-f63e-4482-a20e-4402bbb0cb17;48;0;1;0;6600.0;другое;неполное высшее;2;ремонт дома или автомобиля;1.0;50000.0;служащий / специалист
3841;4db327ac-8f3f-4374-9a45-0e6873b0d1b0;55;1;1;0;6000.0;другое;среднее специальное;2;медицинские услуги;3.0;30000.0;рабочий
3845;c52d48b7-2bd6-47cd-bd42-2b663f933821;55;1;1;0;6000.0;наука и образование;высшее;2;непредвиденные расходы;1.0;49000.0;служащий / специалист
3846;629a1e31-7d9f-4f68-834e-59e7a060a87c;55;1;1;0;6000.0;наука и образование;высшее;2;непредвиденные расходы;1.0;49000.0;служащий / специалист
3849;3f408534-6cf9-4817-9a15-2d76bd6cc99d;55;1;1;0;4000.0;транспорт;среднее специальное;1;ежедневные расходы;0.0;70000.0;водитель
3850;b6cdc2ee-431b-4586-ad87-56727c3c2c4c;55;1;1;0;6000.0;;высшее;1;другое;0.0;47000.0;
3854;1b232434-5059-4b45-8ca8-f8a3ebad96ce;55;1;1;0;6000.0;;высшее;1;другое;0.0;47000.0;
3855;c526bf18-1f18-44ae-8d9e-86ccc45b95af;55;1;1;0;6000.0;;высшее;1;другое;0.0;47000.0;
3856;aee75448-a516-44cf-b365-8785b96faa0d;55;1;1;0;6000.0;;высшее;1;другое;0.0;47000.0;
3861;be1f4a9d-1ce3-425a-aaa6-8829feb48040;55;1;1;0;6000.0;торговля;среднее специальное;1;другое;0.0;45000.0;начальник / руководитель
3862;5aadfa07-9beb-4f9b-af94-217a4ff73017;54;1;1;0;6000.0;торговля;среднее специальное;1;другое;0.0;45000.0;начальник / руководитель
3869;43bb6fb5-83c7-4840-b452-ab24c85f3ac9;55;1;1;0;6600.0;другое;среднее;2;ремонт дома или автомобиля;0.0;35000.0;рабочий
3878;e494a4c0-641e-43c0-8a28-90603bb4fbea;48;0;1;0;6000.0;наука и образование;высшее;2;непредвиденные расходы;0.0;34000.0;служащий / специалист
3880;3c5384df-cb2f-4bca-8b59-bf0183d4a8f4;55;1;1;0;6000.0;торговля;неполное высшее;1;образование;0.0;50000.0;рабочий
3881;02591343-fcc9-4ab2-9dfc-f1c0bff23938;55;1;1;0;6600.0;промышленность;среднее специальное;2;непредвиденные расходы;4.0;40000.0;рабочий
3883;4947c57d-709e-410b-846c-8fe8811150dd;55;1;1;0;6000.0;медицина;среднее специальное;1;медицинские услуги;0.0;36000.0;медсестра/медбрат
3884;36c14156-faf0-45e9-84ba-3f93f1726a4b;55;1;1;0;3000.0;промышленность;неполное высшее;1;непредвиденные расходы;0.0;37500.0;служащий / специалист
3904;06d546d7-f2f9-41ef-a75a-af090ee94818;55;1;1;0;6000.0;строительство и недвижимость;среднее специальное;1;непредвиденные расходы;0.0;30.0;служащий / специалист
3909;96d2ec17-d6bb-43f9-ab54-72da74f80072;55;1;1;0;6000.0;промышленность;неполное среднее;2;другое;3.0;40000.0;рабочий
3911;b9f95033-88ca-4ff4-b959-c09910c63db9;54;1;1;0;6000.0;торговля;высшее;1;ремонт дома или автомобиля;1.0;36000.0;главный бухгалтер
3918;70041474-9386-4ae2-941a-88fed7ae599a;54;1;1;0;3000.0;;неполное среднее;2;подарки;0.0;10000.0;
3919;9e81172d-e6e9-4e65-9ed0-efb48f4f8b26;55;1;1;0;5000.0;;неполное среднее;2;подарки;0.0;10000.0;
3920;6ff1b1cc-2c62-4704-bce5-76a466965eca;55;0;1;0;6000.0;;неполное среднее;2;подарки;0.0;10000.0;
3921;cb226064-876c-4210-8f5c-c28336d548c9;55;1;1;0;5000.0;;неполное среднее;2;подарки;0.0;10000.0;
3925;8eda4beb-844a-469f-8d35-6d4f6ca946f9;54;1;1;0;6000.0;государственная служба;высшее;1;ежедневные расходы;0.0;25000.0;служащий / специалист
3926;c493bcf7-c9ea-48fd-ab04-9e29474f9ac8;55;1;1;0;5000.0;информационные технологии/телекоммуникации;среднее специальное;1;ежедневные расходы;0.0;50000.0;служащий / специалист
3930;e1909898-5a59-45fd-b86b-34e3330a603e;54;1;1;0;6000.0;;среднее;2;непредвиденные расходы;0.0;16000.0;
3932;007fa8cb-fa6c-4b9c-a4b7-da2c43b0f41f;54;1;1;0;6000.0;другое;среднее;2;покупка бытовой техники и электроники;3.0;35000.0;рабочий
3933;80a18442-7d91-49f8-87ee-aea510cff885;55;1;1;0;6000.0;информационные технологии/телекоммуникации;неполное высшее;1;другое;0.0;30000.0;служащий / специалист
3935;c5224c35-762c-4fb1-863c-db82f7e8c399;55;1;1;0;6000.0;строительство и недвижимость;среднее специальное;1;непредвиденные расходы;1.0;30000.0;рабочий
3937;af3fb8ff-82ba-44fb-9822-8b6fc8dd91f6;55;1;1;0;6600.0;торговля;среднее специальное;2;медицинские услуги;1.0;36700.0;служащий / специалист
3943;d3fa38e9-d69d-4208-9d43-f93c1912035c;54;1;1;0;6000.0;сервис и услуги;неполное высшее;2;медицинские услуги;3.0;37000.0;служащий / специалист
3948;a35d817d-69f0-4665-b068-59b8a2482172;54;1;1;0;6500.0;транспорт;неполное высшее;1;медицинские услуги;0.0;70000.0;водитель
3949;5fc22d8e-4ab8-4386-92ca-6c749d0ce910;55;1;1;0;6500.0;строительство и недвижимость;среднее;1;другое;0.0;70000.0;рабочий
3951;b6119696-7630-4965-bbba-d8ba1b27739d;54;1;1;0;6000.0;торговля;среднее специальное;1;ремонт дома или автомобиля;0.0;40000.0;служащий / специалист
3952;e3a347fd-5de1-4c48-a270-342dff854800;55;1;1;0;5000.0;торговля;среднее специальное;2;другое;1.0;30000.0;рабочий
3954;9f10da25-03d0-4909-a8f7-c4896c4228e8;54;1;1;0;6000.0;сервис и услуги;среднее специальное;2;образование;1.0;57000.0;служащий / специалист
3955;296a7d65-9885-4a74-ac1b-04c64c9043ea;54;1;1;0;3000.0;торговля;среднее;1;подарки;4.0;30000.0;водитель
3962;290064ce-468b-4cf9-864e-dc530c493cad;55;1;1;0;6600.0;информационные технологии/телекоммуникации;неполное высшее;2;подарки;1.0;65000.0;начальник / руководитель
3964;8b388069-7509-450a-8e33-c2bf8c13f03a;55;1;1;0;6000.0;торговля;среднее;1;покупка бытовой техники и электроники;0.0;25000.0;начальник / руководитель
3967;ef89de6e-46f7-4805-b9d7-2f8e170f655c;54;1;1;0;6000.0;;среднее;1;непредвиденные расходы;0.0;30000.0;
3972;3f3b2514-8f0b-48cc-99f6-83274a716b47;54;1;1;0;6000.0;;среднее;1;другое;0.0;15000.0;
3973;48912b59-1da4-4498-a528-38049a70ffd7;54;1;1;0;6000.0;;среднее;1;другое;0.0;15000.0;
3974;ed13b496-2562-4aa6-97e3-b03bf16e3868;54;1;1;0;5000.0;промышленность;среднее специальное;1;непредвиденные расходы;0.0;30000.0;служащий / специалист
3979;6d86d80f-c292-4241-b4ed-4dbcde4563a8;48;0;1;0;6000.0;торговля;среднее специальное;1;непредвиденные расходы;0.0;27000.0;рабочий
3983;84651d60-307b-4255-9526-12cd17e732e2;54;1;1;0;6000.0;сервис и услуги;неполное высшее;1;ремонт дома или автомобиля;0.0;45000.0;водитель
3992;e1b0bf4d-bfc5-4793-99b0-2b5eb1bb7383;54;1;1;0;3000.0;наука и образование;среднее;2;другое;0.0;25000.0;служащий / специалист
3993;b4aa429f-ec5e-4a84-baaa-7b10d171a2a2;55;1;1;0;6000.0;финансы, банки, страхование, консалтинг;среднее специальное;2;ежедневные расходы;1.0;52000.0;главный бухгалтер
3994;2c413d8e-fff9-4a9d-82ff-2fb0c311e421;54;1;1;0;6600.0;сервис и услуги;неполное высшее;2;непредвиденные расходы;1.0;55000.0;начальник / руководитель
3998;052c6e6b-af42-4d2f-bca0-33384aefef83;54;1;1;0;3500.0;другое;среднее специальное;1;непредвиденные расходы;0.0;30000.0;рабочий
4000;d0a5399a-cff3-4989-9582-e2031a7b77ad;55;1;1;0;3000.0;;высшее;1;непредвиденные расходы;3.0;42000.0;
4003;973c6c60-2457-4f6b-8951-fe217459a770;55;1;1;0;6000.0;сервис и услуги;высшее;2;ремонт дома или автомобиля;0.0;25000.0;водитель
4009;95fed153-3018-4fa4-9d43-e6e62d7b284e;53;1;1;0;6000.0;торговля;среднее специальное;1;медицинские услуги;0.0;50000.0;служащий / специалист
4012;23188f63-cf0c-4641-b865-7d0c0a255469;55;1;1;0;6000.0;строительство и недвижимость;среднее;1;медицинские услуги;0.0;55000.0;служащий / специалист
4015;dc185602-eb87-4a41-b156-18097d00fe7d;54;1;1;0;5000.0;транспорт;среднее специальное;1;ремонт дома или автомобиля;1.0;50000.0;рабочий
4021;c8162abf-829d-4482-acc2-1f117813c419;54;1;1;0;3000.0;торговля;среднее специальное;2;образование;0.0;38500.0;служащий / специалист
4023;539c3f0f-2575-4206-a23f-5083b06d86f5;54;1;1;0;6000.0;государственная служба;среднее специальное;1;ремонт дома или автомобиля;1.0;67000.0;водитель
4025;5e39be11-bcf3-456d-afa4-b0cacff37371;55;1;1;0;3000.0;промышленность;среднее специальное;1;ежедневные расходы;0.0;21000.0;рабочий
4035;b2e77bec-a3b0-4d35-b27e-43505a517de8;54;1;1;0;6000.0;торговля;неполное высшее;2;медицинские услуги;3.0;50000.0;руководитель компании
4047;1db7d1d6-59a9-4dcb-b307-449a0a308c01;55;1;1;0;6000.0;;среднее специальное;1;другое;0.0;40000.0;
4050;a75e4bc8-0d00-4566-855b-01ad7d5ed061;54;1;1;0;6500.0;строительство и недвижимость;высшее;1;ежедневные расходы;0.0;50000.0;служащий / специалист
4055;e3708095-db7a-414e-bb8b-20e9f3b8f86e;54;1;1;0;6000.0;торговля;неполное высшее;2;ежедневные расходы;0.0;30000.0;рабочий
4060;fabd78aa-a180-4ebc-a5e1-37f351d31836;54;1;1;0;6000.0;сервис и услуги;высшее;1;непредвиденные расходы;0.0;80.0;руководитель компании
4064;75cee15f-d42d-42a2-9aeb-ff8d380ac2d0;54;1;1;0;6000.0;сервис и услуги;среднее специальное;2;медицинские услуги;0.0;36000.0;служащий / специалист
4068;95cbd364-4e24-41c1-8476-389c1dc56387;55;1;1;0;6000.0;армия;неполное высшее;1;медицинские услуги;0.0;34000.0;офицер
4072;55350792-21f6-4017-a502-4709cf7dafb6;54;1;1;0;3000.0;транспорт;среднее специальное;1;непредвиденные расходы;0.0;43000.0;рабочий
4075;236e93bb-558b-49a1-b8fa-e423068f4e01;55;1;1;0;5000.0;сервис и услуги;высшее;2;непредвиденные расходы;0.0;50000.0;служащий / специалист
4076;6efeba8e-c4b6-4643-9316-fdd9d82fc652;55;1;1;0;6600.0;медицина;среднее специальное;2;покупка бытовой техники и электроники;1.0;30000.0;рабочий
4078;f8734ac4-f098-49c2-94df-f84d299b4692;54;1;1;0;6000.0;строительство и недвижимость;среднее специальное;1;непредвиденные расходы;0.0;40000.0;служащий / специалист
4079;fdfde0c6-fc52-4305-82ae-0932b03a3e14;55;1;1;0;6600.0;строительство и недвижимость;неполное высшее;1;бизнес;1.0;66000.0;рабочий
4083;4b21631a-0351-4db5-88b2-487b700ff4c6;55;1;1;0;6000.0;финансы, банки, страхование, консалтинг;неполное высшее;2;непредвиденные расходы;0.0;34000.0;служащий / специалист
4084;4b3465df-80a9-4a17-b9c1-089e8b02ffc9;54;1;1;0;5000.0;промышленность;среднее специальное;1;непредвиденные расходы;4.0;25000.0;рабочий
4086;3790fadf-e417-49f1-965d-c284c68a2527;55;1;1;0;3000.0;торговля;среднее специальное;1;непредвиденные расходы;0.0;35000.0;водитель
4091;c97e1c4c-ecb6-4820-8b50-407d9caff995;53;1;1;0;3000.0;;среднее;2;непредвиденные расходы;0.0;15400.0;
4094;beb3648b-a639-4a33-ae4d-55c6895b6dc7;55;1;1;0;3600.0;армия;среднее специальное;1;ежедневные расходы;0.0;34000.0;рядовой
4095;452db238-6f15-49ab-9b96-d728f44e0266;55;1;1;0;3000.0;армия;среднее специальное;1;ежедневные расходы;0.0;34000.0;рядовой
4104;2f1c4477-6ca5-4b7c-a5e2-a11ef1109cf7;55;1;1;0;3000.0;армия;среднее специальное;1;ежедневные расходы;0.0;34000.0;рядовой
4105;b1368059-e519-4ffe-939c-62a9b32e9174;55;1;1;0;5000.0;армия;среднее специальное;1;ежедневные расходы;0.0;34000.0;рядовой
4107;7fe44110-85e5-4d51-a7ea-7f96a9d6d50e;55;1;1;0;4000.0;армия;среднее специальное;1;ежедневные расходы;0.0;34000.0;рядовой
4108;addc02b0-b2b8-4a29-ba44-0d51545e76ce;55;0;1;0;6000.0;армия;среднее специальное;1;ежедневные расходы;0.0;34000.0;рядовой
4111;43f62c21-04c3-4681-bc09-1d3f6d495d66;55;1;1;0;3500.0;добывающий сектор;среднее специальное;1;другое;0.0;26000.0;рабочий
4112;13197e37-6b36-49cb-879c-b7529a9344d3;54;1;1;0;3000.0;медицина;среднее специальное;2;другое;0.0;27000.0;врач
4120;f86aab95-ecd6-4fb1-b110-163de2c20b27;55;1;1;0;6600.0;;среднее специальное;2;непредвиденные расходы;1.0;24000.0;
4121;0a1f664b-d02f-45c0-8823-9fdfa346f6e5;54;1;1;0;6000.0;промышленность;среднее специальное;2;непредвиденные расходы;1.0;28000.0;рабочий
4122;08bd98e5-a4af-4af5-97d9-2f32617021dd;54;1;1;0;6000.0;транспорт;среднее специальное;1;ежедневные расходы;0.0;62000.0;рабочий
4126;95e4021c-875d-47ce-90ff-48dc7ecd1afa;54;1;1;0;3000.0;промышленность;среднее;2;непредвиденные расходы;0.0;27000.0;рабочий
4130;52467423-3093-4aa3-9a94-51924c874806;54;1;1;0;3000.0;;среднее;1;непредвиденные расходы;0.0;7000.0;
4133;6b5486f8-a1a8-4841-8228-558793a0a7a7;55;1;1;0;6000.0;сервис и услуги;среднее специальное;2;покупка бытовой техники и электроники;1.0;32000.0;служащий / специалист
4135;bac6e079-da05-4cf7-b120-caef09ca22c1;54;1;1;0;6000.0;сервис и услуги;среднее;1;ремонт дома или автомобиля;3.0;24000.0;начальник / руководитель
4136;49d48783-8030-4b03-aad5-a756be552a17;55;1;1;0;6000.0;сервис и услуги;среднее;1;ремонт дома или автомобиля;3.0;24000.0;начальник / руководитель
4137;4d16235e-7828-4169-a4ad-c079b52f3078;55;1;1;0;6000.0;сервис и услуги;среднее;1;ремонт дома или автомобиля;3.0;24000.0;начальник / руководитель
4139;d68e9764-aaa7-4a22-a6b7-f356a5c0c23d;55;1;1;0;6000.0;промышленность;среднее специальное;2;подарки;3.0;25000.0;служащий / специалист
4141;a6d9e3bc-7abb-434a-9b47-b4913c2cfb75;55;1;1;0;6000.0;информационные технологии/телекоммуникации;высшее;2;ремонт дома или автомобиля;0.0;100000.0;начальник / руководитель
4142;5606bd62-dc72-4c38-a853-8595b19a183a;55;1;1;0;3000.0;информационные технологии/телекоммуникации;высшее;2;ремонт дома или автомобиля;0.0;100000.0;начальник / руководитель
4143;7b1b9686-60af-4407-a99c-bf9e36b2cb0d;55;1;1;0;6000.0;информационные технологии/телекоммуникации;высшее;2;ремонт дома или автомобиля;0.0;100000.0;начальник / руководитель
4145;9ed06e04-ca3b-46ad-87ba-3fa5b2f8c156;55;1;1;0;6000.0;информационные технологии/телекоммуникации;высшее;2;ремонт дома или автомобиля;0.0;100000.0;начальник / руководитель
